1,221,400,1.476875628,1.38268804,1.767863082,0,19.87490995
2,698,1320,1.162713685,1.09014534,1.172108651,0.398214188,15.89706333
3,2070,4040,0.721558641,0.729557126,0.759130998,0.718083283,10.79827837
4,5353,10576,0.448572008,0.527860292,0.553193782,0.672538089,7.854577039
5,10680,21198,0.315549393,0.436182697,0.442613378,0.548727453,6.502225823
6,15223,30261,0.265591816,0.373815486,0.37698129,0.866962208,5.577149444
7,18074,35951,0.244296606,0.349540564,0.351502467,0.779382688,5.217211497
8,19767,39328,0.233748821,0.33620925,0.339216061,0.866249829,5.019494853
9,20714,41218,0.228304276,0.332071034,0.334397576,0.527706554,4.958090679
10,21224,42237,0.225509785,0.329619048,0.332017041,0.606948766,4.921788098
11,21484,42756,0.224137742,0.328725823,0.330868524,0.444373032,4.908670164
12,21623,43034,0.223383101,0.328329781,0.330396178,0.372014352,4.902775033
13,21705,43198,0.222956756,0.327478653,0.329805561,1.364810452,4.890133335
14,21753,43293,0.222705081,0.327281694,0.32961149,0.547736288,4.887226165
15,21784,43355,0.222556129,0.326296828,0.329002931,4.211882722,4.872533133
16,21795,43377,0.222498634,0.326288632,0.328992627,0.099031899,4.872414787
17,21800,43387,0.222475334,0.326286907,0.328988875,0.045846201,4.872389323
18,21803,43393,0.222458114,0.326285509,0.328986132,0.061972614,4.872375023
19,21805,43397,0.222447121,0.326284751,0.328985635,0.050424816,4.872366443
20,21806,43399,0.222443018,0.32628012,0.328977213,0.615951148,4.87230238
